ID,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,ApplicationDate,Monthlyincome,Monthlyloanpyament,Totaldebttoincomeratio
A5312,22359,Employed,36,3,828,2,0,0,3,2791,20740,4111,0,54,633,Master,31543,Divorced,Mortgage,5.54,0,Home,23,11574,24851,8,23.52,53.0,31.0,2024-07-17,1863.25,1229.586165388801,110.4299565484396
A5313,24152,Employed,24,1,399,1,0,1,23,357,38516,2066,0,30,557,High School,20977,Single,Own,2.76,0,Education,24,38056,38413,7,20.98,62.0,7.0,2024-07-18,2012.6666666666667,1077.710742798236,73.37085505787857
A5314,53644,Employed,48,2,396,3,0,0,27,381,7262,74429,0,42,576,Bachelor,45018,Married,Mortgage,2.96,2,Debt Consolidation,13,1173,81691,7,25.09,48.0,21.0,2024-07-19,4470.333333333333,1494.9282508284662,42.29949110793676
A5315,23284,Employed,60,4,580,5,0,0,13,990,4054,502133,0,32,506,Bachelor,17033,Divorced,Mortgage,13.2,1,Debt Consolidation,27,1780,506187,2,26.48,49.0,7.0,2024-07-20,1940.3333333333333,514.8274163442818,56.424707937344884
A5316,53918,Employed,36,4,268,7,0,0,9,505,59454,28866,0,36,551,Bachelor,22780,Married,Mortgage,475.0,1,Home,23,1472,88320,5,25.87,51.0,16.0,2024-07-21,4493.166666666667,916.2435351895666,26.35654590725694
A5317,19460,Employed,96,0,269,2,0,0,7,2740,9290,68363,0,21,530,High School,13606,Single,Mortgage,28.7,0,Home,25,7294,77653,7,26.71,51.0,0.0,2024-07-22,1621.6666666666667,344.46929043959483,37.829555422791046
A5318,42789,Employed,36,0,1027,4,0,0,21,2387,41505,9670,0,37,540,Bachelor,26969,Married,Mortgage,6.47,1,Other,21,523,21126,7,20.24,59.0,16.0,2024-07-23,3565.75,1005.5656660911044,57.00247258195623
A5319,24853,Employed,36,1,282,3,0,0,23,4673,5546,105833,0,37,574,High School,22109,Single,Own,9.04,4,Home,26,601,111379,7,19.57,49.0,13.0,2024-07-24,2071.0833333333335,816.8136792306083,53.05502012138292
A5320,67244,Employed,72,1,536,4,0,0,11,1529,6813,17870,0,46,648,Bachelor,23683,Married,Mortgage,54.5,1,Debt Consolidation,21,2511,24683,6,20.23,51.0,23.0,2024-07-25,5603.666666666667,570.4366307841055,19.744868790389127
A5321,158264,Self-Employed,36,2,426,2,0,0,9,67,153335,2826,1,42,575,Master,20639,Divorced,Rent,4.32,0,Debt Consolidation,24,12642,101811,5,25.77,40.0,20.0,2024-07-26,13188.666666666666,829.0314903168844,9.515984610399467
A5322,59173,Employed,72,1,867,2,0,0,14,2014,14081,10839,0,25,583,High School,9425,Married,Mortgage,2.85,1,Home,21,691,24920,6,20.56,54.0,6.0,2024-07-27,4931.083333333333,228.82521649136064,22.22280870987837
A5323,22588,Employed,60,1,843,3,0,0,23,1230,6828,52393,0,53,556,High School,8534,Single,Rent,3.23,0,Home,26,4385,59221,6,24.0,51.0,29.0,2024-07-28,1882.3333333333333,245.50582035743113,57.827474076010155
A5324,228457,Employed,48,5,339,4,0,0,28,828,62923,3905,1,42,630,Bachelor,13401,Married,Own,22.0,2,Education,13,561,66828,6,22.36,40.0,20.0,2024-07-29,19038.083333333332,424.83641701858824,4.01214977182711
A5325,98459,Employed,60,0,205,5,0,0,26,854,52366,77400,1,42,634,High School,15815,Single,Rent,22.2,1,Education,22,1816,129766,8,23.74,36.0,19.0,2024-07-30,8204.916666666666,452.5818122028914,8.014484959663104
A5326,30120,Employed,120,0,434,1,0,0,11,557,7554,21130,0,39,631,High School,18988,Married,Mortgage,4.28,1,Auto,17,3000,28684,6,26.27,57.0,18.0,2024-07-31,2510.0,449.078413205398,35.182406900613465
A5327,53107,Employed,48,2,418,3,0,0,20,1143,32519,68095,0,33,517,High School,21423,Single,Mortgage,32.2,1,Debt Consolidation,11,1369,100614,4,22.38,56.0,12.0,2024-08-01,4425.583333333333,679.3820149021975,24.796324738408067
A5328,67004,Employed,72,0,388,4,0,0,14,1230,9665,54051,1,42,603,Associate,21706,Married,Mortgage,4.14,1,Auto,18,1528,63716,6,21.04,38.0,17.0,2024-08-02,5583.666666666667,533.0878289482756,16.496110601425745
A5329,73202,Employed,36,1,312,0,0,0,4,752,50746,4077,0,45,526,High School,21774,Married,Mortgage,2.82,1,Home,24,1516,40101,4,23.45,53.0,26.0,2024-08-03,6100.166666666667,847.9808902802157,19.015560617691573
A5330,118776,Employed,120,0,422,3,0,1,21,1536,16528,66880,1,19,550,Associate,12656,Married,Own,11.5,0,Home,21,4425,83408,8,23.41,44.0,0.0,2024-08-04,9898.0,273.8513460266136,7.03022172182879
A5331,72550,Employed,60,0,414,4,0,0,28,1619,54235,3031,0,33,601,Bachelor,73398,Married,Rent,3.33,0,Home,18,7956,51021,3,26.62,51.0,8.0,2024-08-05,6045.833333333333,2224.5916017451455,43.64314158641178
A5332,36315,Employed,48,0,478,2,0,0,28,2203,16707,98538,0,36,518,Bachelor,28731,Single,Rent,34.4,1,Home,29,10796,115245,9,22.04,49.0,12.0,2024-08-06,3026.25,905.8251540683862,45.727390469009045
A5333,46660,Self-Employed,60,0,610,4,0,0,4,326,48885,17094,0,43,627,Master,14552,Divorced,Mortgage,11.7,2,Auto,23,7233,65979,0,21.52,53.0,21.0,2024-08-07,3888.3333333333335,397.94907656256925,25.922393739285962
A5334,85763,Employed,48,0,589,2,0,0,25,1137,16292,51813,1,54,623,Bachelor,20095,Married,Other,7.44,1,Home,19,1321,68105,7,21.08,36.0,29.0,2024-08-08,7146.916666666667,623.1206355357135,16.960049935786483
A5335,21116,Employed,12,0,198,0,0,0,29,540,86962,697758,1,30,541,Associate,9423,Married,Rent,3.38,2,Debt Consolidation,19,9393,784720,4,22.86,40.0,7.0,2024-08-09,1759.6666666666667,885.8446318433652,61.59374683709217
A5336,95862,Employed,60,4,286,5,0,0,16,890,6186,136911,1,34,502,High School,17698,Married,Mortgage,5.35,2,Education,18,1814,143097,4,26.23,38.0,11.0,2024-08-10,7988.5,532.298916344668,10.243461430114138
A5337,32612,Employed,36,3,343,3,0,0,6,782,19030,40867,0,33,523,Bachelor,12195,Single,Rent,5.03,2,Home,23,1528,59897,6,22.01,56.0,10.0,2024-08-11,2717.6666666666665,465.7956673138968,29.760664809784007
A5338,86789,Employed,48,0,381,3,0,0,7,96,95443,9393,0,30,557,Master,53695,Single,Own,2.81,1,Home,24,4824,87240,7,32.03,50.0,7.0,2024-08-12,7232.416666666667,1997.2500213564724,32.883199779093744
A5339,121913,Employed,36,2,275,2,0,0,24,9355,35860,64019,1,35,656,Bachelor,14965,Married,Mortgage,6.76,0,Home,23,6240,99879,3,17.04,38.0,11.0,2024-08-13,10159.416666666666,533.8410286730491,7.961490853376252
A5340,248097,Employed,48,3,165,1,0,0,13,1030,34612,10832,1,49,561,High School,35379,Single,Mortgage,36.6,0,Home,15,11263,45444,4,23.8,41.0,22.0,2024-08-14,20674.75,1149.5120768371507,6.358055487186789
A5341,45164,Employed,84,2,335,4,0,1,2,1758,59108,171502,0,27,626,Master,49761,Married,Rent,15.9,1,Debt Consolidation,16,13851,230610,2,25.75,61.0,5.0,2024-08-15,3763.6666666666665,1283.4920751632926,43.00306638464155
A5342,54354,Employed,72,1,251,2,0,0,24,1703,14066,149523,1,45,627,Bachelor,13080,Divorced,Own,21.8,0,Auto,23,1288,163589,4,20.0,34.0,23.0,2024-08-16,4529.5,313.3029648282098,12.458394189826906
A5343,30982,Employed,108,4,799,2,0,0,19,892,94085,13839,0,19,392,High School,20701,Divorced,Own,3.94,0,Debt Consolidation,26,26278,107924,2,35.46,53.0,0.0,2024-08-17,2581.8333333333335,639.2403760545399,55.70616652460937
A5344,51977,Employed,24,2,219,3,0,0,27,1241,44352,22800,0,33,603,Bachelor,67254,Married,Mortgage,370.0,0,Auto,19,4107,67152,6,27.32,51.0,11.0,2024-08-18,4331.416666666667,3668.2074612348442,89.74448224179567
A5345,28643,Unemployed,60,0,163,3,0,0,25,982,9123,122036,0,36,545,High School,21146,Widowed,Own,28.1,2,Other,24,2277,131159,3,24.61,55.0,10.0,2024-08-19,2386.9166666666665,615.8375223756753,32.6294391945959
A5346,106868,Employed,36,0,504,3,1,0,27,1028,3698,103235,1,60,612,Associate,16389,Married,Mortgage,4.33,0,Debt Consolidation,23,1464,106933,4,17.98,44.0,36.0,2024-08-20,8905.666666666666,592.3371928527789,12.310557242797984
A5347,76465,Employed,48,2,262,6,0,0,22,1216,41981,53439,1,36,567,Associate,15262,Divorced,Mortgage,4.3,1,Education,19,749,95420,10,25.5,44.0,15.0,2024-08-21,6372.083333333333,510.3095342822006,12.120204552914938
A5348,35315,Employed,108,0,229,4,0,0,27,3267,33945,462170,0,18,538,High School,16253,Widowed,Other,365.0,5,Home,32,398,496115,4,34.54,49.0,0.0,2024-08-22,2942.9166666666665,490.7161227907521,24.455878446804544
A5349,32097,Employed,60,2,662,4,0,0,14,1091,2852,38110,0,18,586,Bachelor,35206,Single,Rent,475.0,2,Debt Consolidation,24,611,40962,6,25.12,58.0,0.0,2024-08-23,2674.75,1035.8209596494657,63.47587474154466
A5350,41866,Unemployed,108,0,668,0,0,0,20,383,50056,101351,0,40,625,Master,7229,Divorced,Other,38.8,2,Debt Consolidation,22,3498,151407,3,21.99,53.0,19.0,2024-08-24,3488.8333333333335,154.1605142207478,23.56548552679734
A5351,32325,Employed,48,2,390,2,0,0,8,523,45393,67998,0,47,578,High School,21043,Married,Own,7.15,1,Home,22,6889,113391,6,21.9,51.0,24.0,2024-08-25,2693.75,661.8405094195429,39.04744350513384
A5352,60871,Employed,60,0,584,0,0,1,11,388,27362,8632,0,44,587,High School,24637,Married,Rent,107.0,1,Auto,22,2134,35994,2,23.92,61.0,22.0,2024-08-26,5072.583333333333,707.6128155107521,25.462623886791782
A5353,54197,Self-Employed,36,4,173,5,0,0,25,1463,73842,2049,1,42,640,Associate,13691,Married,Rent,4.8,0,Education,21,11544,30753,6,17.19,39.0,22.0,2024-08-27,4516.416666666667,489.41709478139404,14.66687295860791
A5354,92275,Employed,72,1,477,2,0,0,20,1301,18456,175578,1,53,616,Master,19522,Single,Mortgage,2.56,0,Home,28,2057,194034,3,23.9,38.0,30.0,2024-08-28,7689.583333333333,512.7679472223753,12.87154198501057
A5355,83403,Self-Employed,72,1,265,6,0,0,8,636,15332,44142,0,33,566,High School,26976,Single,Other,2.91,0,Debt Consolidation,27,2914,59474,6,24.16,59.0,11.0,2024-08-29,6950.25,712.8150088062354,14.068774631218092
A5356,63193,Employed,24,0,609,1,0,0,25,2306,59761,7838,0,50,636,Master,44857,Married,Rent,32.1,0,Other,22,5507,24722,4,19.17,47.0,31.0,2024-08-30,5266.083333333333,2264.886025719985,54.573500717864036
A5357,60480,Unemployed,36,4,527,4,0,1,20,210,5028,8092,0,20,614,Master,30794,Widowed,Own,2.91,0,Home,26,1105,13120,7,22.76,55.0,2.0,2024-08-31,5040.0,1188.1786101963216,34.0313216308794
A5358,184104,Employed,12,2,163,1,0,0,16,1313,7158,107631,1,29,507,Bachelor,13709,Single,Rent,2.65,1,Debt Consolidation,29,1909,114789,3,21.99,35.0,8.0,2024-09-01,15342.0,1283.0193735551059,9.425233825805671
A5359,52230,Self-Employed,84,5,463,5,0,0,15,188,4077,51245,0,18,521,High School,15251,Single,Rent,3.04,2,Home,29,16384,55322,0,26.55,51.0,0.0,2024-09-02,4352.5,401.2692754469189,19.856847224512784
A5360,29126,Employed,72,1,485,1,0,0,28,215,18860,2740,0,36,553,High School,14708,Single,Rent,1.71,0,Auto,29,9296,19449,7,24.83,51.0,17.0,2024-09-03,2427.1666666666665,394.65911401357823,36.24222127364877
A5361,56473,Employed,24,1,321,3,0,0,21,5381,9336,151390,0,39,555,High School,33635,Married,Mortgage,6.28,1,Auto,25,8603,160726,2,23.53,47.0,14.0,2024-09-04,4706.083333333333,1770.4390065286398,44.44118087996685
A5362,15000,Self-Employed,48,3,333,4,0,0,11,260,27865,85184,0,41,477,High School,10009,Married,Mortgage,62.0,1,Education,24,3952,113049,3,22.93,58.0,19.0,2024-09-05,1250.0,320.4194354296971,52.27355483437577
A5363,67732,Employed,96,2,739,3,0,0,16,422,31526,6557,0,40,611,Master,23833,Married,Own,3.31,1,Home,20,1392,14917,4,24.58,49.0,18.0,2024-09-06,5644.333333333333,569.4835272155763,23.182251117030233
A5364,24188,Employed,48,3,498,5,0,0,25,1484,21076,67775,0,28,535,High School,20190,Married,Rent,33.1,1,Other,17,9492,88851,7,29.52,50.0,6.0,2024-09-07,2015.6666666666667,721.3353332502417,60.49290556888911
A5365,24699,Employed,120,0,392,7,0,0,10,1871,15403,39875,0,37,594,High School,61724,Single,Own,38.1,1,Home,21,4427,55278,4,28.3,54.0,17.0,2024-09-08,2058.25,1550.1946031285136,94.36145284239105
A5366,28635,Employed,36,1,344,6,0,0,28,1128,31668,51591,0,22,610,Bachelor,23737,Single,Own,27.0,2,Home,22,3539,83259,5,17.53,48.0,0.0,2024-09-09,2386.25,852.5631995353308,50.144083794042146
A5367,144504,Employed,36,0,234,2,0,0,19,349,15964,239455,1,56,645,Master,40357,Single,Rent,27.2,3,Other,24,12136,255419,7,17.19,32.0,34.0,2024-09-10,12042.0,1442.6561751583315,13.92340288289596
A5368,35944,Unemployed,36,3,419,2,0,1,4,731,142399,4587,0,36,528,High School,16132,Married,Other,4.99,0,Debt Consolidation,22,3710,90240,6,22.57,64.0,15.0,2024-09-11,2995.3333333333335,620.855532707204,34.71585352906312
A5369,86163,Employed,48,2,605,2,0,0,2,512,66543,94785,0,34,599,Bachelor,36808,Single,Own,4.64,2,Debt Consolidation,26,7719,161328,7,23.21,60.0,13.0,2024-09-12,7180.25,1183.9895774706868,24.915421851198587
A5370,70373,Self-Employed,36,0,203,3,0,1,25,1228,15849,262304,1,59,574,Bachelor,32408,Divorced,Mortgage,3.55,0,Home,27,2473,278153,6,23.98,44.0,39.0,2024-09-13,5864.416666666667,1271.1179918461874,25.13665170186612
A5371,53496,Self-Employed,60,0,717,2,0,0,22,2475,220245,9984,0,25,494,Bachelor,27037,Married,Other,23.4,0,Education,19,2372,19923,0,26.94,53.0,3.0,2024-09-14,4458.0,824.6143408825614,34.580851074081686
A5372,35612,Employed,48,4,909,1,0,0,12,2841,80357,8714,0,26,462,Master,72523,Single,Rent,1.35,0,Debt Consolidation,19,924,33307,7,26.92,56.0,4.0,2024-09-15,2967.6666666666665,2482.9662543359723,114.29741393921059
A5373,53062,Employed,48,4,452,5,0,0,1,631,56725,6749,0,26,541,High School,30742,Single,Mortgage,3.56,2,Home,21,11935,23037,5,20.89,56.0,4.0,2024-09-16,4421.833333333333,950.1294817967961,31.709234068752693
A5374,35942,Employed,60,0,320,1,0,0,19,678,30361,4763,0,39,562,Bachelor,30918,Married,Own,18.4,3,Education,21,2581,25697,8,28.22,51.0,16.0,2024-09-17,2995.1666666666665,966.7649731117234,42.96138132919894
A5375,54525,Employed,60,3,406,3,0,0,15,2618,9706,40076,0,45,604,Bachelor,9790,Married,Mortgage,5.38,1,Debt Consolidation,24,669,49782,4,22.19,50.0,23.0,2024-09-18,4543.75,271.4478016574129,14.909442677467135
A5376,113998,Employed,36,0,494,3,1,0,29,320,1672,119157,1,48,626,Master,25905,Single,Mortgage,934.0,1,Auto,19,1067,120829,7,16.2,47.0,25.0,2024-09-19,9499.833333333334,913.3028785731577,14.813974405584213
A5377,135765,Employed,48,3,141,1,0,0,25,285,43886,87031,1,70,533,High School,17963,Married,Rent,28.7,1,Education,29,2975,130917,5,25.49,38.0,46.0,2024-09-20,11313.75,600.5211957071857,6.554159281468882
A5378,33377,Employed,48,1,1055,3,0,0,5,1065,2414,42102,0,18,570,Associate,34469,Married,Rent,2.16,1,Home,20,6911,44516,4,24.17,59.0,0.0,2024-09-21,2781.4166666666665,1126.9945891498417,78.44903697096235
A5379,51769,Employed,72,2,264,3,0,0,14,801,41373,59357,0,47,473,High School,16212,Single,Mortgage,8.08,0,Home,29,4516,100730,8,31.63,53.0,23.0,2024-09-22,4314.083333333333,504.88606047317654,17.822698382580537
A5380,67160,Employed,24,5,766,6,0,0,13,921,29212,63095,0,33,537,Master,28042,Married,Rent,1.6,0,Debt Consolidation,21,900,92307,10,22.33,47.0,12.0,2024-09-23,5596.666666666667,1459.3410769300845,39.76190131501044
A5381,55486,Unemployed,36,1,402,4,0,0,27,757,55520,63225,0,32,612,Master,14242,Married,Mortgage,2.73,2,Education,22,4922,118745,8,23.18,56.0,11.0,2024-09-24,4623.833333333333,552.6408806599383,20.646091929350213
A5382,72606,Employed,36,3,296,2,0,0,13,404,58938,5673,1,32,519,Associate,14912,Married,Mortgage,37.6,0,Auto,27,6692,27642,4,23.61,44.0,8.0,2024-09-25,6050.5,581.9911029241803,14.51105037474887
A5383,62017,Employed,48,2,688,3,0,0,23,760,20435,64614,0,29,521,High School,28407,Divorced,Mortgage,3.59,1,Debt Consolidation,19,5260,85049,7,24.23,48.0,5.0,2024-09-26,5168.083333333333,929.7360539106437,31.30243747186695
A5384,161953,Employed,48,1,116,4,0,0,6,2916,9820,61363,1,60,653,High School,9621,Married,Rent,11.7,2,Home,21,7838,71183,11,17.49,34.0,39.0,2024-09-27,13496.083333333334,280.0593657452481,2.9346244829938173
A5385,189938,Employed,36,3,464,4,1,0,21,219,11168,74965,1,50,555,Bachelor,15832,Single,Mortgage,12.5,0,Home,24,709,86133,5,18.11,45.0,26.0,2024-09-28,15828.166666666666,573.2387370409174,6.5531198835888596
A5386,56643,Employed,24,3,399,7,0,0,12,1182,91492,349766,1,40,604,Doctorate,15849,Divorced,Rent,18.6,0,Debt Consolidation,17,1542,441258,4,19.78,36.0,19.0,2024-09-29,4720.25,804.9452424548875,25.505963507333036
A5387,174632,Employed,84,3,511,1,0,0,6,739,10982,103330,1,56,494,Master,31628,Single,Other,11.1,1,Home,29,1317,114312,4,27.0,39.0,33.0,2024-09-30,14552.666666666666,841.4387285680273,9.293408277301026
A5388,63890,Self-Employed,108,3,536,3,0,0,29,265,14020,1531,0,21,458,Bachelor,13641,Married,Mortgage,409.0,0,Auto,19,581,15551,8,36.34,58.0,0.0,2024-10-01,5324.166666666667,430.2503314383421,18.148386253341844
A5389,43248,Employed,120,2,384,6,0,0,24,607,11766,258692,0,24,513,Associate,27061,Single,Own,38.7,1,Auto,30,3297,270458,5,33.24,49.0,4.0,2024-10-02,3604.0,778.9349916766228,32.26789655040574
A5390,79797,Employed,108,1,373,0,0,0,15,1244,55181,6024,0,18,625,Doctorate,32624,Married,Mortgage,20.3,1,Home,29,7372,36580,9,30.66,47.0,0.0,2024-10-03,6649.75,892.0275489816621,19.023685837537684
A5391,48088,Employed,120,0,464,1,0,1,18,836,23675,654095,1,31,517,Master,11381,Married,Own,23.0,2,Home,24,6303,677770,5,32.05,42.0,4.0,2024-10-04,4007.3333333333335,317.39357398924045,19.499091016201305
A5392,45854,Employed,60,4,919,4,0,0,1,1699,54027,6744,0,41,632,Associate,34878,Divorced,Rent,3.79,2,Other,20,2835,47471,4,24.2,56.0,18.0,2024-10-05,3821.1666666666665,1007.4221046845993,50.414500929504925
A5393,23931,Employed,60,3,470,1,0,0,9,2053,37204,51677,0,41,580,Bachelor,13607,Married,Mortgage,48.1,2,Home,22,726,88881,7,24.46,60.0,14.0,2024-10-06,1994.25,395.087226909441,43.37907618951691
A5394,50570,Employed,60,3,204,2,0,0,18,810,64592,2907,0,41,613,Associate,23445,Married,Own,225.0,1,Home,27,6277,51535,5,19.93,55.0,21.0,2024-10-07,4214.166666666667,620.2362955560773,19.558701891779567
A5395,75253,Employed,24,2,235,3,0,0,20,355,18308,186582,0,23,453,Bachelor,35375,Single,Rent,19.5,2,Education,33,455,204890,3,31.94,49.0,0.0,2024-10-08,6271.083333333333,2013.4132332338647,35.85366536723636
A5396,100576,Employed,12,1,632,3,1,0,17,478,26208,13905,1,49,564,Doctorate,16871,Single,Mortgage,3.76,2,Home,19,11034,40113,6,17.15,50.0,31.0,2024-10-09,8381.333333333334,1539.9165930713293,25.91373599751029
A5397,54149,Employed,60,1,378,8,0,0,19,795,20737,7151,0,42,542,High School,19291,Married,Mortgage,4.41,0,Home,37,1426,12126,3,25.28,51.0,20.0,2024-10-10,4512.416666666667,569.3874458837754,20.99512336443019
A5398,150582,Employed,96,0,542,2,0,0,13,198,171365,6770,1,48,588,Bachelor,7169,Divorced,Own,2.76,2,Home,30,7419,43426,2,29.3,43.0,24.0,2024-10-11,12548.5,194.20815498625956,5.866901661443675
A5399,149627,Employed,36,3,592,3,0,0,24,94,65558,113139,0,18,450,Bachelor,88250,Single,Mortgage,24.5,0,Debt Consolidation,25,2822,178697,7,39.43,44.0,0.0,2024-10-12,12468.916666666666,4216.415391182202,38.56321699572031
A5400,76650,Employed,48,4,763,3,0,0,28,1310,32493,69153,1,43,632,Master,39651,Married,Own,21.0,1,Home,26,632,101646,5,20.9,40.0,22.0,2024-10-13,6387.5,1225.689087166818,31.13407572863903
A5401,102308,Employed,48,5,737,5,0,0,20,939,18029,8528,0,25,502,High School,18142,Divorced,Other,3.99,2,Home,28,2386,18771,6,25.06,51.0,0.0,2024-10-14,8525.666666666666,602.143893907249,15.707204448222027
A5402,55959,Unemployed,24,1,265,5,0,0,18,1597,28489,10412,0,35,611,Bachelor,25242,Married,Other,41.5,0,Other,27,3455,38901,5,20.23,51.0,14.0,2024-10-15,4663.25,1287.549797892308,33.29329969210975
A5403,53858,Employed,60,0,909,2,0,1,9,1378,30219,4890,0,46,555,High School,11817,Married,Rent,49.1,4,Other,20,9513,21413,7,20.47,58.0,24.0,2024-10-16,4488.166666666667,316.176554442624,27.297929097462745
A5404,85241,Employed,60,0,554,6,0,1,21,1459,8046,49959,0,41,563,High School,74398,Single,Mortgage,42.8,1,Education,20,4112,58005,3,32.62,62.0,19.0,2024-10-17,7103.416666666667,2528.116174589422,43.38920718324874
A5405,42100,Self-Employed,60,1,763,1,0,0,15,965,44357,7963,0,29,573,Associate,25454,Married,Rent,28.1,3,Debt Consolidation,18,5861,13671,2,26.86,56.0,9.0,2024-10-18,3508.3333333333335,775.1177327363589,43.841835612437784
A5406,15000,Employed,72,3,1056,2,0,1,16,7248,14444,60597,0,40,475,Associate,16203,Divorced,Own,879.0,0,Other,23,43350,75041,3,28.07,55.0,14.0,2024-10-19,1250.0,467.474302668076,121.87794421344609
A5407,34051,Employed,36,0,679,5,0,0,20,1579,22206,49166,0,21,562,Doctorate,23301,Married,Rent,11.7,0,Home,26,3586,71372,2,25.19,50.0,0.0,2024-10-20,2837.5833333333335,928.7867954362349,56.66042567100766
A5408,19045,Employed,36,2,297,2,0,0,22,492,30576,91876,0,53,531,High School,48458,Widowed,Other,28.0,0,Debt Consolidation,16,4256,122452,2,27.63,54.0,28.0,2024-10-21,1587.0833333333333,1994.722732929008,144.39838695273352
A5409,34414,Self-Employed,36,2,641,2,0,0,23,208,23008,44306,0,37,605,High School,65035,Single,Mortgage,6.35,2,Home,28,11040,67314,3,23.32,50.0,12.0,2024-10-22,2867.8333333333335,2528.346457496799,110.51362088092516
A5410,40688,Unemployed,72,0,464,1,0,0,20,884,13757,21540,0,53,597,High School,27077,Single,Rent,31.3,2,Auto,35,1282,35297,3,23.59,54.0,32.0,2024-10-23,3390.6666666666665,706.1274670396078,34.51024774989013
A5411,29952,Employed,24,2,365,4,0,0,11,1647,38165,51103,0,33,435,Associate,38686,Divorced,Mortgage,17.8,0,Debt Consolidation,26,3495,89268,4,33.67,57.0,8.0,2024-10-24,2496.0,2236.795305956846,104.23859398865568
A5412,19978,Employed,48,2,151,3,0,0,24,5597,25404,30466,0,33,550,High School,22864,Single,Mortgage,2.71,1,Debt Consolidation,27,2224,55870,4,21.49,51.0,9.0,2024-10-25,1664.8333333333333,714.0393809927111,51.95951832972536
A5413,23924,Employed,60,0,581,4,0,0,24,2236,13656,24379,0,30,615,Doctorate,25106,Divorced,Rent,2.37,0,Education,21,1629,38035,8,20.27,49.0,10.0,2024-10-26,1993.6666666666667,668.9327897681383,62.69517420672822
A5414,39787,Employed,108,3,150,2,0,1,26,2679,20385,87994,0,50,559,Bachelor,70138,Married,Rent,4.54,1,Auto,23,2770,108379,7,28.31,60.0,27.0,2024-10-27,3315.5833333333335,1799.7222020354745,58.80480162974261
A5415,41974,Employed,36,3,413,2,0,0,19,1942,43699,3568,0,31,588,Master,14292,Divorced,Own,2.93,2,Debt Consolidation,29,4221,36285,2,22.49,53.0,11.0,2024-10-28,3497.8333333333335,549.447518883002,27.51553396530239
